track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Cadillac on 22's,David Banner,0,Mississippi-The Album,2003,Southern Hip Hop,rap,southern hip hop,0.881,0.537,5,-5.77,1,0.0764,0.13,0.0,0.096,0.553,145.092,263387
85/Billy Dee Interlude,Youngbloodz,21,The Best Of YoungBloodZ: Still Grippin' Tha Grain,2006,Southern Hip Hop,rap,southern hip hop,0.806,0.6,7,-7.454,1,0.365,0.0288,8.35e-06,0.619,0.727,82.147,269840
Hay,Crucial Conflict,42,The Final Tic,1996,Southern Hip Hop,rap,southern hip hop,0.749,0.733,11,-9.163,0,0.0611,0.0302,0.0,0.151,0.897,139.935,260240
Virginia,Clipse,38,Lord Willin',2002,Southern Hip Hop,rap,southern hip hop,0.643,0.878,11,-2.729,0,0.341,0.0589,0.0,0.626,0.613,159.709,237440
Deliverance,Bubba Sparxxx,53,Deliverance,2003,Southern Hip Hop,rap,southern hip hop,0.462,0.814,7,-7.219,1,0.242,0.213,1.32e-06,0.0649,0.696,93.334,306813
Rubber Band Man - Explicit + Buster Skit,T.I.,0,Trap Muzik,2003,Southern Hip Hop,rap,southern hip hop,0.601,0.768,8,-5.712,1,0.386,0.141,0.0,0.482,0.634,152.45,347507
You Ain't Know,Birdman,42,Like Father Like Son,2006,Southern Hip Hop,rap,southern hip hop,0.88,0.623,1,-7.885,0,0.353,0.0956,0.0,0.151,0.848,153.085,264133
"Shut Up (feat. Duece Poppito of 24 Karatz, Trina, & Co of Tre +)",Trick Daddy,33,Book Of Thugs: Chapter AK Verse 47,2000,Southern Hip Hop,rap,southern hip hop,0.792,0.733,11,-5.71,0,0.389,0.00676,0.0,0.29,0.653,144.857,262787
What You Know,T.I.,2,King,2006,Southern Hip Hop,rap,southern hip hop,0.548,0.815,3,-4.389,0,0.0376,0.0154,0.0,0.12,0.345,146.934,273733
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),Clipse,37,Lord Willin',2002,Southern Hip Hop,rap,southern hip hop,0.817,0.582,5,-3.815,0,0.373,0.108,0.0,0.353,0.844,90.986,301107
Bring Em Out,T.I.,6,Urban Legend,2004,Southern Hip Hop,rap,southern hip hop,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579,216707
Take It to da House,Trick Daddy,51,THUGS ARE US,2001,Southern Hip Hop,rap,southern hip hop,0.935,0.781,6,-5.795,0,0.197,0.0158,0.0,0.164,0.918,123.894,226160
Awnaw - All Hooks up Version,Nappy Roots,49,"Watermelon, Chicken & Gritz",2002,Southern Hip Hop,rap,southern hip hop,0.721,0.678,7,-3.703,1,0.258,0.00521,0.0,0.153,0.712,160.023,241373
I'm a Thug,Trick Daddy,56,THUGS ARE US,2001,Southern Hip Hop,rap,southern hip hop,0.933,0.562,11,-5.963,1,0.122,0.0275,0.0,0.102,0.587,139.981,254400
Over Here Hustlin',Birdman,36,Like Father Like Son,2006,Southern Hip Hop,rap,southern hip hop,0.677,0.848,11,-5.224,0,0.276,0.0394,0.0,0.142,0.679,144.423,292227
This Is The Carter,Lil Wayne,45,Tha Carter,2004,Southern Hip Hop,rap,southern hip hop,0.844,0.854,7,-3.694,0,0.265,0.17,0.0,0.092,0.777,95.081,276040
Nowhere,Bubba Sparxxx,27,Deliverance,2003,Southern Hip Hop,rap,southern hip hop,0.607,0.723,1,-4.802,0,0.286,0.361,0.0,0.633,0.591,148.735,337640
Raise Up,Petey Pablo,54,Diary of a Sinner: 1st Entry,2001,Southern Hip Hop,rap,southern hip hop,0.735,0.844,1,-5.215,1,0.167,0.142,0.0,0.319,0.742,156.069,286427
Ride Wit Me,T.I.,0,King,2006,Southern Hip Hop,rap,southern hip hop,0.754,0.6,5,-4.582,0,0.253,0.233,0.0,0.437,0.778,156.932,244533
Best Rapper Alive,Lil Wayne,50,Tha Carter II,2005,Southern Hip Hop,rap,southern hip hop,0.633,0.879,2,-3.456,1,0.141,0.00453,0.0,0.822,0.416,151.51,293680
Nappy Roots Day,Nappy Roots,21,Wooden Leather (Edited Version),2003,Southern Hip Hop,rap,southern hip hop,0.793,0.793,4,-6.419,1,0.269,0.072,0.0,0.109,0.642,150.686,244987
Hootnanny,Bubba Sparxxx,19,Deliverance,2003,Southern Hip Hop,rap,southern hip hop,0.548,0.73,1,-7.156,1,0.292,0.626,0.0,0.196,0.822,86.746,264507
Receipt,Lil Wayne,45,Tha Carter II,2005,Southern Hip Hop,rap,southern hip hop,0.497,0.888,6,-3.553,0,0.37,0.0154,0.0,0.147,0.677,174.067,228187
ATLiens,OutKast,67,ATLiens,1996,Southern Hip Hop,rap,southern hip hop,0.918,0.734,11,-2.832,0,0.269,0.0294,7.9e-06,0.191,0.608,97.044,230693
Po' Folks (feat. Anthony Hamilton),Nappy Roots,48,"Watermelon, Chicken & Gritz",2002,Southern Hip Hop,rap,southern hip hop,0.854,0.847,2,-3.03,1,0.258,0.212,0.0,0.0894,0.651,86.062,255227
How Low,Ludacris,61,Battle Of The Sexes (Deluxe),2010,Southern Hip Hop,rap,southern hip hop,0.784,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,201587
Splash Waterfalls,Ludacris,49,Chicken - N - Beer,2003,Southern Hip Hop,rap,southern hip hop,0.728,0.846,6,-6.102,1,0.407,0.102,0.0,0.233,0.702,145.813,290760
Rosa Parks,OutKast,63,Aquemini,1998,Southern Hip Hop,rap,southern hip hop,0.792,0.701,6,-7.198,0,0.283,0.104,0.0,0.761,0.251,103.888,324373
Area Codes,Ludacris,59,Word Of Mouf,2001,Southern Hip Hop,rap,southern hip hop,0.86,0.687,9,-7.203,0,0.433,0.399,0.0,0.67,0.622,100.934,303027
Ho,Ludacris,43,Back For The First Time,2000,Southern Hip Hop,rap,southern hip hop,0.701,0.68,4,-6.209,0,0.225,0.284,0.0,0.143,0.333,96.862,170507
Go Getta,Jeezy,50,The Inspiration,2006,Southern Hip Hop,rap,southern hip hop,0.397,0.74,3,-6.584,0,0.143,0.105,0.0,0.15,0.431,174.039,229347
Spaghetti Junction,OutKast,42,Stankonia,2000,Southern Hip Hop,rap,southern hip hop,0.756,0.697,7,-7.104,1,0.242,0.0109,0.0,0.0459,0.446,96.681,237160
Humble Mumble (with Erykah Badu),OutKast,45,Stankonia,2000,Southern Hip Hop,rap,southern hip hop,0.799,0.923,10,-6.108,0,0.119,0.0366,1.33e-05,0.41,0.776,109.964,290667
Aquemini,OutKast,56,Aquemini,1998,Southern Hip Hop,rap,southern hip hop,0.722,0.661,1,-5.711,0,0.373,0.245,0.0,0.176,0.156,89.294,319240
Elevators (Me & You),OutKast,59,ATLiens,1996,Southern Hip Hop,rap,southern hip hop,0.774,0.586,10,-10.434,0,0.301,0.0234,0.000726,0.0562,0.642,85.075,265200
Myintrotoletuknow,OutKast,41,Southernplayalisticadillacmuzik,1994,Southern Hip Hop,rap,southern hip hop,0.775,0.673,1,-6.018,1,0.316,0.123,0.0,0.477,0.263,91.331,160173
Southernplayalisticadillacmuzik,OutKast,52,Southernplayalisticadillacmuzik,1994,Southern Hip Hop,rap,southern hip hop,0.69,0.834,10,-5.8,0,0.225,0.0162,0.0,0.0559,0.58,172.392,317507
Funky Ride,OutKast,38,Southernplayalisticadillacmuzik,1994,Southern Hip Hop,rap,southern hip hop,0.545,0.584,6,-7.643,0,0.0888,0.0161,1.06e-05,0.177,0.534,144.153,390533
Crumblin' Erb,OutKast,51,Southernplayalisticadillacmuzik,1994,Southern Hip Hop,rap,southern hip hop,0.802,0.593,7,-9.72,1,0.267,0.0782,0.0,0.282,0.55,89.66,309867
On My Block,Scarface,1,The Fix (Explicit Version),2002,Southern Hip Hop,rap,southern hip hop,0.834,0.917,10,-3.194,1,0.205,0.165,0.0,0.0533,0.601,82.766,214533
Melting Pot,Nappy Roots,36,The 40 Akerz Project,2015,Southern Hip Hop,rap,southern hip hop,0.614,0.891,9,-5.607,1,0.252,0.201,0.0,0.524,0.487,180.085,198015
Dedication (feat. Kendrick Lamar),Nipsey Hussle,67,Victory Lap,2018,Southern California Hip Hop Primer,rap,southern hip hop,0.512,0.734,8,-5.448,0,0.438,0.431,0.0,0.226,0.168,93.995,245813
Represent Dat G.C.,Kurupt,35,Tha Streetz Iz A Mutha (Digitally Remastered),2012,Southern California Hip Hop Primer,rap,southern hip hop,0.957,0.524,1,-7.418,1,0.241,0.00842,0.0,0.122,0.516,105.107,306467
Gangsta Nation,Westside Connection,66,Terrorist Threats,2003,Southern California Hip Hop Primer,rap,southern hip hop,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,293053
Forgot About Dre,Dr. Dre,71,2001,1999,Southern California Hip Hop Primer,rap,southern hip hop,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,222293
Regulate,Warren G,73,Regulate… G Funk Era,1994,Southern California Hip Hop Primer,rap,southern hip hop,0.849,0.521,11,-12.999,0,0.216,0.306,1.65e-06,0.115,0.763,95.262,248867
Simply Amazin' (steel blazin'),Blu,33,Below the Heavens,2007,Southern California Hip Hop Primer,rap,southern hip hop,0.7,0.792,7,-6.031,1,0.19,0.36,0.0,0.352,0.67,90.003,278693
Cock the Hammer,Cypress Hill,47,Black Sunday,1993,Southern California Hip Hop Primer,rap,southern hip hop,0.874,0.391,10,-15.11,0,0.112,0.229,0.764,0.338,0.502,98.88,262333
Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,72,Doggystyle,1993,Southern California Hip Hop Primer,rap,southern hip hop,0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,211493
To Live And Die In L.A.,Makaveli,57,The Don Killuminati: The 7 Day Theory,1996,Southern California Hip Hop Primer,rap,southern hip hop,0.578,0.819,9,-7.636,0,0.312,0.24,0.0,0.774,0.755,173.84,273427
It Was A Good Day,Ice Cube,74,The Predator,1992,Southern California Hip Hop Primer,rap,southern hip hop,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000
This Is The Shack,Warren G,20,Regulate...G Funk Era (20th Anniversary),1994,Southern California Hip Hop Primer,rap,southern hip hop,0.584,0.791,7,-6.514,1,0.245,0.057,0.0,0.323,0.692,180.183,245360
Am I Wrong (feat. ScHoolboy Q),Anderson .Paak,60,Malibu,2016,Southern California Hip Hop Primer,rap,southern hip hop,0.729,0.799,11,-7.378,0,0.0779,0.0588,0.00218,0.0948,0.532,115.04,253520
Backseat Freestyle,Kendrick Lamar,67,"good kid, m.A.A.d city (Deluxe)",2012,Southern California Hip Hop Primer,rap,southern hip hop,0.546,0.651,1,-7.601,1,0.3,0.000739,0.0,0.235,0.646,77.878,212653
Westside (feat. Chris Brown),Jay Rock,31,Follow Me Home,2014,Southern California Hip Hop Primer,rap,southern hip hop,0.396,0.777,2,-4.025,0,0.135,0.0058,0.0,0.111,0.338,78.665,218627
The L.A. Song,People Under The Stairs,45,O.S.T.,2003,Southern California Hip Hop Primer,rap,southern hip hop,0.84,0.911,7,-3.241,1,0.221,0.0867,0.0,0.117,0.734,91.012,266973
120 Seconds,Freestyle Fellowship,19,To Whom It May Concern,1999,Southern California Hip Hop Primer,rap,southern hip hop,0.897,0.65,7,-8.332,1,0.305,0.354,0.0,0.159,0.717,109.601,123899
Paradise,J Rocc,7,Beats on Tap(e),2014,Southern California Hip Hop Primer,rap,southern hip hop,0.654,0.57,10,-5.77,0,0.109,0.00865,0.00837,0.265,0.805,94.551,86686
Work It Out,Jurassic 5,0,Feedback,2006,Southern California Hip Hop Primer,rap,southern hip hop,0.83,0.722,10,-5.115,1,0.152,0.664,0.0,0.0894,0.882,95.525,231907
Westside Story,The Game,62,The Documentary,2005,Southern California Hip Hop Primer,rap,southern hip hop,0.876,0.647,11,-3.917,1,0.28,0.16,0.0,0.238,0.961,86.993,223067
Bicken Back Being Bool - Remix,YG,40,Blame It On The Streets,2014,Southern California Hip Hop Primer,rap,southern hip hop,0.809,0.787,7,-5.318,1,0.282,0.206,0.0,0.286,0.692,95.024,202160
How Do You Want It,2Pac,66,All Eyez On Me,1996,Southern California Hip Hop Primer,rap,southern hip hop,0.763,0.84,8,-3.704,1,0.0929,0.0346,0.0,0.0601,0.748,92.477,287547
Money On My Mind,Daz Dillinger,42,So So Gangsta,2006,Southern California Hip Hop Primer,rap,southern hip hop,0.837,0.604,4,-6.822,0,0.0865,0.0109,8.21e-06,0.123,0.505,83.714,256960
New Jack Hustler (Nino's Theme),Ice-T,45,O.G. Original Gangster,1991,Southern California Hip Hop Primer,rap,southern hip hop,0.83,0.859,7,-9.213,1,0.124,0.000971,0.0,0.214,0.654,109.321,283307
MC2 (feat. Eligh),Scarub,4,A New Perspective,2013,Southern California Hip Hop Primer,rap,southern hip hop,0.758,0.774,0,-4.487,1,0.389,0.717,0.0,0.123,0.825,80.112,169867
Collard Greens,ScHoolboy Q,72,Oxymoron (Deluxe),2014,Southern California Hip Hop Primer,rap,southern hip hop,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960
Roll Bounce,Drakeo the Ruler,55,Cold Devil,2017,Southern California Hip Hop Primer,rap,southern hip hop,0.906,0.253,1,-11.742,1,0.206,0.0596,0.000108,0.0803,0.138,94.529,206379
It's Funky Enough - Remastered Single,The D.O.C.,51,No One Can Do It Better,1989,Southern California Hip Hop Primer,rap,southern hip hop,0.83,0.797,7,-6.627,1,0.152,0.00257,0.0,0.272,0.886,90.229,269973
California,Dom Kennedy,44,"Los Angeles Is Not for Sale, Vol. 1",2016,Southern California Hip Hop Primer,rap,southern hip hop,0.867,0.697,2,-5.156,1,0.0809,0.00424,0.00422,0.0582,0.558,85.986,211881
Worst Comes To Worst - Edited,Dilated Peoples,55,Expansion Team,2001,Southern California Hip Hop Primer,rap,southern hip hop,0.801,0.74,8,-7.162,0,0.355,0.293,0.0,0.369,0.828,92.042,215973
Artsy (feat. The Grouch),Living Legends,24,"Legendary Music, Vol. 1",2006,Southern California Hip Hop Primer,rap,southern hip hop,0.914,0.704,8,-4.003,0,0.297,0.285,0.0,0.0579,0.785,109.994,254067
It's All Love,Myka 9,3,It's All Love,2001,Southern California Hip Hop Primer,rap,southern hip hop,0.64,0.668,1,-9.365,1,0.0981,0.284,0.0,0.317,0.641,93.184,222413
California Love (remix),2Pac,55,All Eyez On Me,1996,Southern California Hip Hop Primer,rap,southern hip hop,0.635,0.843,5,-4.197,1,0.0767,0.00654,0.0,0.495,0.657,91.634,385880
California,DJ Quik,11,Trauma,2009,Southern California Hip Hop Primer,rap,southern hip hop,0.917,0.745,2,-3.012,0,0.266,0.0967,0.0,0.0839,0.759,98.927,195800
Time to Ride,Living Legends,6,Creative Differences,2004,Southern California Hip Hop Primer,rap,southern hip hop,0.835,0.899,7,-5.621,1,0.199,0.0356,0.0,0.288,0.613,105.966,236000
Who Ride Wit Us,Kurupt,49,Tha Streetz Iz A Mutha (Digitally Remastered),2012,Southern California Hip Hop Primer,rap,southern hip hop,0.829,0.821,9,-6.184,1,0.367,0.141,0.0,0.585,0.602,104.966,261173
The Recipe - Bonus Track,Kendrick Lamar,60,"good kid, m.A.A.d city (Deluxe)",2012,Southern California Hip Hop Primer,rap,southern hip hop,0.759,0.782,11,-6.975,0,0.0741,0.000589,0.0,0.35,0.507,131.04,352853
Cali Sunshine,The Game,40,LAX,2008,Southern California Hip Hop Primer,rap,southern hip hop,0.62,0.868,1,-4.068,0,0.318,0.162,0.0,0.361,0.545,79.331,273173
Loyal To The Game - DJ Quik Remix (Explicit),2Pac,37,Loyal To The Game,2004,Southern California Hip Hop Primer,rap,southern hip hop,0.762,0.64,9,-6.412,1,0.32,0.24,0.0,0.0918,0.548,75.357,260853
Let It Out,Tha Alkaholiks,23,Coast II Coast,1995,Southern California Hip Hop Primer,rap,southern hip hop,0.699,0.907,9,-2.803,1,0.261,0.0285,1.55e-05,0.324,0.703,93.109,281133
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,73,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018,Southern California Hip Hop Primer,rap,southern hip hop,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670
1994,Quasimoto,23,The Further Adventures of Lord Quas,2005,Southern California Hip Hop Primer,rap,southern hip hop,0.838,0.675,11,-6.533,1,0.19,0.00095,0.0,0.215,0.597,105.232,142333
Runnin',The Pharcyde,63,Labcabincalifornia (Deluxe Edition),1995,Southern California Hip Hop Primer,rap,southern hip hop,0.768,0.787,10,-8.178,0,0.144,0.0283,0.00122,0.317,0.855,94.104,296267
Lausd,Jurassic 5,25,Quality Control,2000,Southern California Hip Hop Primer,rap,southern hip hop,0.925,0.775,10,-6.47,0,0.223,0.158,0.0,0.658,0.724,94.748,247907
Los Angeles Times,Xzibit,28,40 Dayz & 40 Nightz (Explicit),1999,Southern California Hip Hop Primer,rap,southern hip hop,0.852,0.721,1,-5.555,1,0.44,0.105,0.0,0.596,0.899,92.405,263133
Nothin' But The Cavi Hit,Mack 10,53,Best Of Mack 10,2007,Southern California Hip Hop Primer,rap,southern hip hop,0.852,0.741,1,-5.435,0,0.135,0.0247,0.00106,0.0974,0.534,97.894,241360
Numb Numb Juice,ScHoolboy Q,72,CrasH Talk,2019,Southern California Hip Hop Primer,rap,southern hip hop,0.885,0.492,1,-6.015,1,0.367,0.00172,7.79e-05,0.081,0.203,156.958,107147
Posted,Pac Div,40,The Div,2011,Southern California Hip Hop Primer,rap,southern hip hop,0.656,0.729,5,-4.342,1,0.205,0.0229,0.0,0.12,0.0855,72.418,188690
Quik's Groove,DJ Quik,31,Quik Is The Name,1991,Southern California Hip Hop Primer,rap,southern hip hop,0.738,0.302,1,-16.177,1,0.17,0.0159,0.917,0.115,0.836,93.311,108800
"Initiated (feat. 2Pac a.k.a. Makaveli, Outlawz & Kurupt Tha Kingpin)",Daz Dillinger,40,"Retaliation, Revenge & Get Back",1998,Southern California Hip Hop Primer,rap,southern hip hop,0.893,0.576,1,-7.514,1,0.357,0.0938,0.0,0.0758,0.861,94.307,293840
Straight Up Menace,MC Eiht,56,The Best of MC Eiht,2010,Southern California Hip Hop Primer,rap,southern hip hop,0.756,0.53,7,-9.639,1,0.142,0.00138,0.00701,0.323,0.524,79.855,274307
I Used To Love Her (Again),Murs & 9th Wonder,21,Fornever,2010,Southern California Hip Hop Primer,rap,southern hip hop,0.512,0.557,10,-9.078,1,0.324,0.0986,0.0,0.364,0.291,82.996,376640
Beat Streaming,Abstract Rude,1,AyeM Ray-Dio,2017,Southern California Hip Hop Primer,rap,southern hip hop,0.749,0.537,7,-10.643,1,0.32,0.491,0.0096,0.352,0.606,142.55,214016
"Lakers (feat. Ab-Soul, Polyester the Saint)",Freddie Gibbs,43,Piñata,2014,Southern California Hip Hop Primer,rap,southern hip hop,0.514,0.731,6,-8.944,0,0.139,0.0107,1.79e-06,0.597,0.504,85.73,270507
Dope Boyz,T.I.,32,I'm Serious,2001,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.755,0.619,4,-8.895,0,0.225,0.03,0.0,0.213,0.297,86.992,264840
Make 'Em Say Ugh,Master P,22,Best Of Master P,2005,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.547,0.765,6,-5.795,0,0.519,0.0128,0.0,0.212,0.417,79.253,306307
Ridin Wit Some Killaz,Hitman Sammy Sam,12,Last Man Standing,2006,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.809,0.936,7,-4.995,1,0.0749,0.000799,0.18,0.737,0.925,134.057,289227
Throw It Up,Pastor Troy,52,Kings Of Crunk,2002,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.698,0.602,3,-3.183,1,0.0889,0.0515,0.0,0.32,0.138,145.941,372973
Nann Nigga,Trick Daddy,51,www.thug.com (Explicit Version),1999,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.837,0.819,2,-5.245,1,0.211,0.000507,0.0,0.323,0.643,149.918,167400
Who U Wit,Lil Jon & The East Side Boyz,30,Crunkest Hits,2011,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.937,0.807,1,-4.784,0,0.116,0.0262,0.0,0.0572,0.703,95.018,272773
Put Yo Hood Up,Lil Jon & The East Side Boyz,32,Crunkest Hits,2011,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.714,0.9,7,-6.019,1,0.134,0.00138,1.54e-06,0.377,0.919,149.975,307067
Nextel Chirp,Maceo,22,Straight Out da Pot,2005,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.751,0.747,1,-4.888,1,0.173,0.466,0.0,0.118,0.548,150.088,281013
Southern Hospitality (Featuring Pharrell),Ludacris,1,Back For The First Time,2000,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.623,0.896,0,-4.719,1,0.247,0.035,0.0,0.0941,0.613,95.158,300933
Cell Therapy,Goodie Mob,41,Dirty South Classics,2003,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.854,0.511,0,-8.875,1,0.489,0.0904,0.0,0.116,0.437,83.115,301200
Damn! - Radio Mix,Youngbloodz,25,Drankin' Patnaz,1990,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.568,0.702,4,-5.712,0,0.367,0.0195,0.0,0.353,0.531,83.986,298600
Mind Playing Tricks on Me,Geto Boys,65,We Can't Be Stopped,1991,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.886,0.512,10,-11.825,0,0.237,0.207,0.0,0.0991,0.454,93.997,308733
Move Bitch,Disturbing Tha Peace,57,Word Of Mouf,2001,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.777,0.764,1,-5.682,1,0.14,0.243,0.0,0.103,0.174,177.868,270867
Let Me See It,UGK,0,Dirty Money,1990,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.81,0.628,11,-8.279,0,0.278,0.0122,0.0,0.0679,0.71,155.939,253507
Head Bussa (feat. Lil Jon),Lil Scrappy,44,Head Bussa,2003,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.819,0.845,4,-5.659,1,0.089,0.00166,0.0,0.0492,0.611,78.02,236565
Hustlin' - Album Version (Edited),Rick Ross,0,Port Of Miami (Edited Version),2006,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.507,0.649,8,-7.128,0,0.28,0.0814,0.0,0.072,0.623,136.037,254080
"Front, Back & Side to Side",UGK,42,Super Tight,1994,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.818,0.633,2,-5.598,1,0.105,0.0192,1.47e-05,0.0444,0.803,150.0,313800
Back That Azz Up,Juvenile,59,Greatest Hits,2004,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.752,0.82,2,-3.35,0,0.257,0.0339,0.0,0.0998,0.528,191.685,265560
We Ready,Archie Eversole,0,Ride Wit Me Dirty South Style,2002,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.756,0.532,6,-6.508,0,0.0934,0.072,0.0,0.0579,0.869,149.975,232480
Vica Versa,Pastor Troy,0,Universal Soldier (Explicit Version),2002,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.806,0.694,1,-2.414,1,0.0308,0.00333,0.0,0.0841,0.227,142.103,266173
Ain't Gonna Let Up,Yola,9,Street Certified - The Mixtape,2006,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.82,0.514,11,-4.33,0,0.23,0.533,0.0,0.214,0.78,150.041,194747
Get Low featuring Ying Yang Twins,Lil Jon & The East Side Boyz,64,Crunkest Hits,2011,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.771,0.621,1,-7.453,1,0.0376,0.0295,0.0,0.124,0.154,101.013,334067
Go Crazy - Remix,Jeezy,0,Let's Get It: Thug Motivation 101 (Explicit Version),2005,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.39,0.895,11,-4.419,0,0.444,0.0344,0.0,0.247,0.646,85.407,253840
Shake Ya Ass,Mystikal,23,Cut Killer Show 2,2010,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.916,0.462,7,-10.472,1,0.406,0.0602,0.0,0.347,0.702,98.22,234733
Stuntin' Like My Daddy,Birdman,0,10 Years Of Bling Vol. 2,2008,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.713,0.877,1,-6.65,1,0.0399,0.0101,0.0,0.0957,0.818,159.997,269200
Walk It Out Remix feat OutKast & Jim Jones,Unk,0,Walk It Out Remix feat OutKast & Jim Jones,2007,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.799,0.695,1,-6.085,0,0.258,0.0728,0.0,0.1,0.519,159.957,296560
Southside,Lil Keke,0,Southside Of H-Town,2009,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.796,0.71,6,-8.43,1,0.294,0.0113,0.00173,0.189,0.762,172.14,290107
That's Right,DJ Taz,26,Worldwide,1997,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.827,0.678,6,-12.854,0,0.0738,0.00319,0.0,0.108,0.896,135.09,372493
Down For My Niggaz,C-Murder,37,The Best Of Snoop Dogg,2005,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.819,0.835,6,-3.788,0,0.263,0.0485,0.0,0.278,0.53,90.992,225653
No Mo Play In G.A.,Pastor Troy,21,We Ready I Declare War,1999,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.806,0.836,1,-5.696,1,0.251,0.0557,0.0,0.132,0.923,146.068,294760
Set It Off,Boosie Badazz,60,Bad Azz,2006,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.797,0.654,11,-6.946,0,0.248,0.000777,0.0,0.14,0.464,80.007,284587
25 Lighters,Fat Pat,0,Greatest Hits,2001,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.827,0.647,1,-6.126,0,0.25,0.0126,0.0,0.406,0.748,167.904,288760
Choices,Project Pat,34,Ghetty Green,1999,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.851,0.566,1,-9.622,1,0.352,0.00621,0.000744,0.0595,0.517,170.034,166027
Ha,Juvenile,47,400 Degreez,1998,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.865,0.841,7,-5.381,1,0.225,0.022,0.0,0.0714,0.674,91.982,292333
"I'm Bout It, Bout It",TRU,23,No Limit Greatest Hits,2006,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.524,0.635,9,-7.306,0,0.283,0.0147,0.0,0.227,0.489,76.249,330840
Dey Know,Shawty Lo,2,Units in the City,2013,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.416,0.735,8,-5.391,1,0.403,0.107,0.0,0.573,0.697,108.159,195827
Trap Or Die,Jeezy,0,Let's Get It: Thug Motivation 101 (Explicit Version),2005,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.678,0.662,2,-6.379,1,0.172,0.0132,0.0,0.259,0.359,79.054,240267
A.D.I.D.A.S. - Explicit Album Version,Killer Mike,9,A.D.I.D.A.S.,2003,Dirty South Rap Classics by DJ HOTSAUCE,rap,southern hip hop,0.83,0.829,10,-2.643,0,0.319,0.00809,1.06e-06,0.189,0.688,186.093,208147
