track_name,track_artist,track_popularity,playlist_genre,track_album_release_year,track_album_release_month,metrics,value
cherry,Tom Doolie,52,rap,2019,12,danceability,0.59
taiyō,lōland,52,rap,2019,12,danceability,0.468
Méditerranée,Figub Brazlevic,54,rap,2019,11,danceability,0.659
cielo,n o r m a l,17,rap,2019,4,danceability,0.613
Nobodys Daddy Part 2,Nobodys Face,50,rap,2019,11,danceability,0.795
City Stroll,Otis Ubaka,51,rap,2019,12,danceability,0.755
Motel Hours,Kid Tarô,51,rap,2019,12,danceability,0.66
Perspective,Oatmello,57,rap,2019,12,danceability,0.573
Quiet Mornings,Mr. Käfer,58,rap,2019,11,danceability,0.527
linus,lōland,53,rap,2019,11,danceability,0.752
Swordfighter,Andrew Applepie,53,rap,2019,10,danceability,0.565
In My Head,DAO,61,rap,2019,11,danceability,0.826
Japanese Garden,Katashi Kaitō,52,rap,2019,11,danceability,0.549
Vibin' Out,Ruck P,56,rap,2019,4,danceability,0.652
sunset cruise,Slowheal,54,rap,2019,4,danceability,0.646
Moonlight Bossa,Jazzinuf,53,rap,2019,10,danceability,0.532
Night Train,Koralle,53,rap,2019,9,danceability,0.647
autumn daze,charlie toØ human,52,rap,2019,10,danceability,0.833
High as Fuck,Thelonious Coltrane,52,rap,2019,7,danceability,0.72
tilda,keko.the.dog,50,rap,2019,12,danceability,0.675
Hokusai,Cap Kendricks,50,rap,2019,12,danceability,0.64
Smoke One,Marcos Caixa,50,rap,2019,12,danceability,0.64
Waterfloat,Green Assassin Dollar,50,rap,2019,12,danceability,0.78
Cordite In The Air,mädmäx,54,rap,2019,12,danceability,0.682
Fire to Hire,Mr Mantega,49,rap,2019,12,danceability,0.715
reconsider,Jost Esser,49,rap,2019,12,danceability,0.746
Grounds,DLJ,57,rap,2019,11,danceability,0.471
Stranger,Phlocalyst,52,rap,2019,11,danceability,0.526
Sunflower,Edward Sizzerhand,50,rap,2019,11,danceability,0.874
Clouds,SamuW,50,rap,2019,11,danceability,0.754
vybes,Loop Schrauber,42,rap,2019,11,danceability,0.775
It's Ok,Pandrezz,63,rap,2019,3,danceability,0.702
Kopi Luwak,Shuko,50,rap,2019,11,danceability,0.644
repeat,Loop Schrauber,50,rap,2019,11,danceability,0.804
Treflip FS Blunt,Figub Brazlevic,50,rap,2019,11,danceability,0.663
Chrome,7apes,50,rap,2019,11,danceability,0.726
Hydro,Cap Kendricks,50,rap,2019,11,danceability,0.8
It Felt Wrong,Jr. Wellness,50,rap,2019,11,danceability,0.782
Takeoff,High John,50,rap,2019,11,danceability,0.492
Neighbors,Don Philippe,50,rap,2019,11,danceability,0.747
Smile Again,Green Assassin Dollar,50,rap,2019,11,danceability,0.753
Cheeky Steve,Mr Mantega,51,rap,2019,10,danceability,0.793
By,HNNY,58,rap,2019,9,danceability,0.679
Soulstice,Freddie Joachim,52,rap,2019,10,danceability,0.743
Air Conditioning,Guustavv,52,rap,2019,9,danceability,0.638
Desolate Blur,Jobii,53,rap,2019,7,danceability,0.267
Surf,Osoku,51,rap,2019,9,danceability,0.732
Nothing changes: everything is different,H.1,11,rap,2019,1,danceability,0.573
Fresh Air,goosetaf,51,rap,2019,5,danceability,0.337
Last Light in August,Chaxti,55,rap,2019,10,danceability,0.365
chilling by your bedside.,beeno,11,rap,2019,12,danceability,0.588
Laze,Flovry,55,rap,2019,3,danceability,0.5
colors,mr_slace,56,rap,2019,9,danceability,0.525
spaced out,Cozy Collective,50,rap,2019,2,danceability,0.546
OPalite,"Sarah, the Illstrumentalist",49,rap,2019,9,danceability,0.66
free (at ease),fantompower,13,rap,2019,2,danceability,0.533
Horologist,Osoku,50,rap,2019,11,danceability,0.661
Sleep Deep,Omaure,51,rap,2019,5,danceability,0.533
Depiction,Wenzel,57,rap,2019,1,danceability,0.595
Alignment,Guustavv,33,rap,2019,11,danceability,0.211
warm,Ameba,50,rap,2019,2,danceability,0.417
Spanish Galleon,Wun Two,11,rap,2019,7,danceability,0.708
Waking Up to Sleep,Zeus the Elevated,11,rap,2019,1,danceability,0.734
Morning Dew,fantompower,52,rap,2019,3,danceability,0.462
Interstellar,Arbour,65,rap,2019,1,danceability,0.621
Fragile Stevie,Jobii,56,rap,2019,4,danceability,0.662
Caffè,Tears,48,rap,2019,3,danceability,0.602
smize,Meiji,48,rap,2019,2,danceability,0.635
Waiting for You,mell-ø,62,rap,2019,2,danceability,0.74
Lavender,Casiio,49,rap,2019,1,danceability,0.489
Summertime,Musqitone,56,rap,2019,4,danceability,0.775
With Tim,Guustavv,53,rap,2019,8,danceability,0.373
Mohabbat,Kaam Bhaari,53,rap,2019,10,danceability,0.696
Chal Bombay,DIVINE,67,rap,2019,10,danceability,0.862
Dooriyan,Dino James,61,rap,2019,12,danceability,0.613
Lean On (with Emiway Bantai),Celina Sharma,55,rap,2019,9,danceability,0.662
Maya,Prabh Deep,49,rap,2019,5,danceability,0.852
Lit Lit,Rahul Dit-O,43,rap,2019,10,danceability,0.805
Kohinoor,DIVINE,58,rap,2019,9,danceability,0.634
Wallah,DIVINE,57,rap,2019,10,danceability,0.663
UP-14,Raga,47,rap,2019,5,danceability,0.656
Nas Interlude (Skit),DIVINE,47,rap,2019,10,danceability,0.551
Naachne Ka Shaunq,Raftaar,55,rap,2019,2,danceability,0.789
Gandhi Money,DIVINE,58,rap,2019,10,danceability,0.807
"Tamizhi - From ""Tamizhi""",Hiphop Tamizha,46,rap,2019,9,danceability,0.521
Khat,Prabh Deep,44,rap,2019,7,danceability,0.787
Rap Ka Mausam,Raga,46,rap,2019,1,danceability,0.865
Safar,Sikander Kahlon,39,rap,2019,7,danceability,0.751
Haan Bhai,Fotty Seven,44,rap,2019,7,danceability,0.74
K.O.,Prabh Deep,40,rap,2019,2,danceability,0.483
Karmasutra,Karma,42,rap,2019,3,danceability,0.913
Amar,Prabh Deep,46,rap,2019,6,danceability,0.772
Zeher,Kaam Bhaari,44,rap,2019,3,danceability,0.682
Asli Hip Hop,Ranveer Singh,54,rap,2019,1,danceability,0.667
Wargi Na,Sikander Kahlon,35,rap,2019,5,danceability,0.754
Vengamavan,Hiphop Tamizha,48,rap,2019,4,danceability,0.559
Apna Time Aayega,Ranveer Singh,64,rap,2019,1,danceability,0.766
Out of Control,Haji Springer,31,rap,2019,1,danceability,0.763
With U,SwuM,64,rap,2019,2,danceability,0.414
Aconcagua,Slumberville,59,rap,2019,8,danceability,0.82
"memories of her, last winter",Rook1e,53,rap,2019,12,danceability,0.669
_away,MARTIN $KY,10,rap,2019,3,danceability,0.634
Tokyo,Drevm,52,rap,2019,12,danceability,0.715
Careless,Coastal,57,rap,2019,11,danceability,0.618
distance,Nohidea,57,rap,2019,9,danceability,0.563
Unthinkable,Idealism,57,rap,2019,12,danceability,0.545
The Finish Line,Middle School,59,rap,2019,7,danceability,0.516
Lost in Flight,SwuM,55,rap,2019,12,danceability,0.685
Light Beams,Guustavv,58,rap,2019,2,danceability,0.644
Sometimes,MARTIN $KY,55,rap,2019,1,danceability,0.499
Espoir,Philanthrope,57,rap,2019,10,danceability,0.777
Testing Tubes,Praizee,61,rap,2019,2,danceability,0.82
Float,SPEECHLESS,57,rap,2019,11,danceability,0.661
Flor Passionis,Styn,54,rap,2019,7,danceability,0.652
"selfish, Pt. 1",frumhere,59,rap,2019,7,danceability,0.416
Tiny Sailboat,Kupla,63,rap,2019,9,danceability,0.607
Multidimensional,"Sarah, the Illstrumentalist",57,rap,2019,5,danceability,0.835
we'll stay inside when it rains,Rook1e,57,rap,2019,11,danceability,0.7
Céleste,Psalm Trees,59,rap,2019,10,danceability,0.639
Back to Life,Sofasound,57,rap,2019,6,danceability,0.409
sundown,mt. fujitive,38,rap,2019,9,danceability,0.653
orange crunch,mommy,56,rap,2019,4,danceability,0.722
You Don't Know,Psalm Trees,58,rap,2019,8,danceability,0.834
Afloat,Kupla,62,rap,2019,2,danceability,0.374
Rxbury 02119,Jorge Milliano,60,rap,2019,9,danceability,0.506
Moodswing,Deauxnuts,58,rap,2019,5,danceability,0.689
Hotel,Dylan Sitts,58,rap,2019,3,danceability,0.639
Sunflower Serenade,Minthaze,55,rap,2019,5,danceability,0.735
SaDa,furino,54,rap,2019,11,danceability,0.625
Sunset,Hyperparadise,7,rap,2019,3,danceability,0.669
Quiet Nights,Epektase,56,rap,2019,11,danceability,0.734
infinity,Oatmello,56,rap,2019,6,danceability,0.738
Law,Sleepdealer,54,rap,2019,11,danceability,0.606
Lesson on Counting,"quickly, quickly",58,rap,2019,7,danceability,0.649
Coastal Walks,.Sinh,55,rap,2019,7,danceability,0.579
pheuratix,mr_slace,56,rap,2019,4,danceability,0.286
Endless Ether,fantompower,55,rap,2019,11,danceability,0.689
Rose Garden,Kupla,58,rap,2019,2,danceability,0.669
Lvndr,Lilac,56,rap,2019,4,danceability,0.599
busking,_tag,62,rap,2019,2,danceability,0.622
Nova,[ocean jams],60,rap,2019,5,danceability,0.82
Lullabyes,Aviscerall,58,rap,2019,8,danceability,0.674
Sex for Breakfast II,Lo'fi Boy,59,rap,2019,11,danceability,0.784
Click,Dontcry,59,rap,2019,10,danceability,0.444
i wish it would never stop snowing,Sleepy Fish,61,rap,2019,3,danceability,0.804
Take Me Back,WYS,60,rap,2019,12,danceability,0.669
Yokohama,Nathan Kawanishi,56,rap,2019,9,danceability,0.693
Far Away,Leavv,59,rap,2019,4,danceability,0.786
Nepenthe,goosetaf,52,rap,2019,12,danceability,0.686
Faces,Knowmadic,64,rap,2019,1,danceability,0.615
Levitating,invention_,60,rap,2019,3,danceability,0.406
Life,Slumberville,55,rap,2019,11,danceability,0.614
Amorita,Mujo,50,rap,2019,12,danceability,0.546
CHASE,twuan,58,rap,2019,5,danceability,0.808
Wumbo,Harris Cole,57,rap,2019,9,danceability,0.688
Paperplanes,DAO,56,rap,2019,7,danceability,0.706
Pyrite,"Sarah, the Illstrumentalist",52,rap,2019,11,danceability,0.63
Golden Hours,Justnormal,60,rap,2019,10,danceability,0.53
Salt Lamp,Jobii,61,rap,2019,4,danceability,0.648
Search for Tomorrow,Kupla,58,rap,2019,6,danceability,0.443
Moon Light,Ymori,52,rap,2019,11,danceability,0.742
Moody,Yasper,57,rap,2019,7,danceability,0.615
Long Way Home,.Sinh,50,rap,2019,12,danceability,0.711
Jewelry Remover,Justnormal,60,rap,2019,6,danceability,0.722
al pasito/timeless,n o r m a l,57,rap,2019,6,danceability,0.576
Peach,Glimlip,54,rap,2019,10,danceability,0.811
Impermanence,autumn keys,57,rap,2019,3,danceability,0.755
i brought her flowers.,frumhere,58,rap,2019,8,danceability,0.799
Four Seasons,Deauxnuts,50,rap,2019,12,danceability,0.803
No Fucks (feat. Sueco The Child and AzChike),1takejay,63,rap,2019,11,danceability,0.923
GANG GANG,JACKBOYS,84,rap,2019,12,danceability,0.859
why u look mad,Lil Tecca,72,rap,2019,12,danceability,0.758
Death,Trippie Redd,77,rap,2019,11,danceability,0.802
Poles,Quin Nfn,64,rap,2019,10,danceability,0.902
Start Wit Me (feat. Gunna),Roddy Ricch,80,rap,2019,12,danceability,0.886
Ballin' (with Roddy Ricch),Mustard,90,rap,2019,6,danceability,0.809
Millions,Young Thug,78,rap,2019,12,danceability,0.942
Behind Barz - Bonus,Drake,77,rap,2019,9,danceability,0.854
Vendetta,KILLY,62,rap,2019,12,danceability,0.852
on god,bbno$,68,rap,2019,11,danceability,0.883
Enemies (feat. DaBaby),Post Malone,46,rap,2019,9,danceability,0.542
VALENTINO,24kGoldn,75,rap,2019,11,danceability,0.747
CASH COW,NGHTMRE,67,rap,2019,11,danceability,0.733
Too Soft,6ixbuzz,54,rap,2019,12,danceability,0.774
On The Road (feat. Meek Mill & Lil Baby),Post Malone,44,rap,2019,9,danceability,0.442
Audi II,Smokepurpp,62,rap,2019,12,danceability,0.804
Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,75,rap,2019,12,danceability,0.718
shining on my ex,bbno$,70,rap,2019,11,danceability,0.645
All I Know,Jordan Solomon,46,rap,2019,11,danceability,0.91
GATTI,JACKBOYS,82,rap,2019,12,danceability,0.594
Bossanova,Lil Tecca,70,rap,2019,8,danceability,0.717
Live This Wild,Lil Mosey,41,rap,2019,11,danceability,0.697
Sticky Situation,anders,54,rap,2019,10,danceability,0.795
PRESS,Boslen,43,rap,2019,12,danceability,0.784
Charades,Why G,50,rap,2019,11,danceability,0.839
VOGUE,Bedoes,70,rap,2019,11,danceability,0.782
Rajaner,Kizo,58,rap,2019,12,danceability,0.82
Patointeligencja,Mata,71,rap,2019,12,danceability,0.851
Gubię kroki,White 2115,61,rap,2019,12,danceability,0.841
Chinatown,Kali,54,rap,2019,12,danceability,0.778
Kochaj Mnie,Szpaku,65,rap,2019,12,danceability,0.514
Magenta (prod. Auer),Pezet,63,rap,2019,9,danceability,0.742
Koryto,BORCREW,59,rap,2019,12,danceability,0.811
Jungle Boyz,Malik Montana,61,rap,2019,9,danceability,0.714
Ptak,Deemz,61,rap,2019,12,danceability,0.784
Justin Bieber,Oki,57,rap,2019,12,danceability,0.853
Impreza,Sobel,53,rap,2019,11,danceability,0.92
1998 (mam to we krwi),Bedoes,65,rap,2019,11,danceability,0.721
Trumna,Sarius,58,rap,2019,8,danceability,0.65
Nowe dzwięki,Żabson,61,rap,2019,10,danceability,0.7
Mieć i nie mieć,Jetlagz,60,rap,2019,11,danceability,0.563
DEMONY,DZIARMA,54,rap,2019,12,danceability,0.796
bigos,schafter,63,rap,2019,11,danceability,0.829
Dzieci burzy,BORCREW,60,rap,2019,12,danceability,0.55
Brzydkie rzeczy,Bedoes,64,rap,2019,11,danceability,0.715
Bravi Ragazzi,Tymek,57,rap,2019,11,danceability,0.524
Kevin,Otsochodzi,55,rap,2019,12,danceability,0.442
Miasto 24H,Kizo,59,rap,2019,12,danceability,0.726
ZMSW [QQ Untitled01],Qry,56,rap,2019,11,danceability,0.654
Tempo,Olszakumpel,56,rap,2019,11,danceability,0.732
Czarne Oczy (Chilaca),Wac Toja,53,rap,2019,12,danceability,0.66
TIRy,BORCREW,57,rap,2019,11,danceability,0.719
Pałac,White 2115,58,rap,2019,10,danceability,0.828
Co u Ciebie?,Filipek,53,rap,2019,12,danceability,0.789
Nie chcę,O.S.T.R.,55,rap,2019,12,danceability,0.858
pager,schafter,60,rap,2019,11,danceability,0.73
Opowieści z Doliny Smoków,Bedoes,65,rap,2019,10,danceability,0.548
Ziom z papieru,BORCREW,55,rap,2019,12,danceability,0.71
VHS,PlanBe,53,rap,2019,12,danceability,0.614
Chemia,BLACHA,58,rap,2019,12,danceability,0.485
Anioły i Demony,Tymek,70,rap,2019,10,danceability,0.772
Mitoman,Malik Montana,59,rap,2019,12,danceability,0.616
Wszystko co mam,Otsochodzi,53,rap,2019,12,danceability,0.589
Popiół (prod. Szwed),Płomień 81,55,rap,2019,11,danceability,0.513
Restart,Shellerini,56,rap,2019,10,danceability,0.744
NICKI,Trill Pem,66,rap,2019,8,danceability,0.789
Floyd Mayweather,Żabson,63,rap,2019,9,danceability,0.709
jolka,chillwagon,46,rap,2019,9,danceability,0.784
cirque du soleil,schafter,55,rap,2019,11,danceability,0.838
Trzy Butelki,White 2115,58,rap,2019,10,danceability,0.653
Money In The Grave (Drake ft. Rick Ross),Drake,88,rap,2019,6,danceability,0.831
Suge,DaBaby,87,rap,2019,3,danceability,0.876
Sanguine Paradise,Lil Uzi Vert,82,rap,2019,4,danceability,0.729
Rodeo,Lil Nas X,78,rap,2019,6,danceability,0.706
The London (feat. J. Cole & Travis Scott),Young Thug,83,rap,2019,5,danceability,0.796
EARFQUAKE,"Tyler, The Creator",84,rap,2019,5,danceability,0.554
Tap (feat. Meek Mill),NAV,79,rap,2019,3,danceability,0.901
Keepin it movin am & guv demo.mp3,Andy Mineo,60,rap,2019,5,danceability,0.926
Gold Roses (feat. Drake),Rick Ross,69,rap,2019,7,danceability,0.581
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,79,rap,2019,8,danceability,0.872
Broke As Fuck,YBN Cordae,73,rap,2019,7,danceability,0.616
Ice (feat. Gunna & Lil Baby),Gucci Mane,63,rap,2019,6,danceability,0.861
Intro,Quality Control,59,rap,2019,8,danceability,0.88
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,82,rap,2019,6,danceability,0.883
Mixed Personalities (feat. Kanye West),YNW Melly,80,rap,2019,1,danceability,0.661
MIDDLE CHILD,J. Cole,86,rap,2019,1,danceability,0.837
Pop Out (feat. Lil Tjay),Polo G,84,rap,2019,6,danceability,0.772
Wow. - Remix,Post Malone,72,rap,2019,3,danceability,0.797
RNP (feat. Anderson .Paak),YBN Cordae,78,rap,2019,7,danceability,0.611
Hot (feat. Gunna),Young Thug,83,rap,2019,8,danceability,0.855
Goddamn (feat. A Boogie wit da Hoodie),Tyga,69,rap,2019,6,danceability,0.951
My Year,GASHI,62,rap,2019,1,danceability,0.842
fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],Sueco the Child,73,rap,2019,6,danceability,0.821
MAMACITA,Tyga,77,rap,2019,10,danceability,0.786
All Facts (feat. Ty Dolla $ign),G-Eazy,29,rap,2019,8,danceability,0.528
Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,75,rap,2019,2,danceability,0.671
Clout (feat. Cardi B),Offset,78,rap,2019,2,danceability,0.919
Bad Bad Bad (feat. Lil Baby),Young Thug,81,rap,2019,8,danceability,0.974
Freaky,Tory Lanez,71,rap,2019,3,danceability,0.966
Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,6,rap,2019,5,danceability,0.861
Worth It,YK Osiris,75,rap,2019,2,danceability,0.764
Girlfriend (feat. G-Eazy),T-Pain,62,rap,2019,8,danceability,0.83
GRoCERIES,Chance the Rapper,71,rap,2019,5,danceability,0.906
Envy Me,Calboy,78,rap,2019,5,danceability,0.74
Tell Em I'm Doing Eetswa,Hooligan Hefs,67,rap,2019,12,danceability,0.907
German,No Money Enterprise,69,rap,2019,11,danceability,0.786
"Mood Swings (Remix) [feat. Youngn Lipz, Creed Tha Kid & Day1]",A Boogie Wit da Hoodie,59,rap,2019,9,danceability,0.894
Let Her Go,The Kid LAROI,70,rap,2019,12,danceability,0.763
Audacity (feat. Headie One),Stormzy,60,rap,2019,12,danceability,0.678
Hectic (feat. J Emz),Manu Crooks,57,rap,2019,11,danceability,0.839
Silent,Youngn Lipz,62,rap,2019,12,danceability,0.766
Taste (Make It Shake) (Remix feat. Hooligan Hefs & Nerve),Aitch,60,rap,2019,9,danceability,0.834
In the Beginning,ONEFOUR,65,rap,2019,11,danceability,0.771
The Octagon (Ready For The Pain),Chillinit,59,rap,2019,12,danceability,0.808
No Mercy (feat. Denzel Curry),MELODOWNZ,53,rap,2019,12,danceability,0.754
Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,81,rap,2019,11,danceability,0.757
Let Me Know (I Wonder Why Freestyle),Juice WRLD,84,rap,2019,12,danceability,0.635
WHERE U FROM,B Wise,46,rap,2019,12,danceability,0.8
Trendy,Brothers,57,rap,2019,12,danceability,0.815
"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,79,rap,2019,11,danceability,0.591
Who's Real?,Hooligan Hefs,59,rap,2019,10,danceability,0.907
Wiley Flow,Stormzy,71,rap,2019,9,danceability,0.716
The Code,The Game,66,rap,2019,11,danceability,0.789
Jigga,Jay Swi$h,42,rap,2019,11,danceability,0.921
Above Water,Manu Crooks,50,rap,2019,10,danceability,0.723
Misunderstood,Youngn Lipz,28,rap,2019,10,danceability,0.881
Time Out,JessB,43,rap,2019,8,danceability,0.86
Bad N Bouj,Hp Boyz,64,rap,2019,9,danceability,0.938
Paper Cuts,Dave,71,rap,2019,11,danceability,0.887
Ben 10,ONEFOUR,60,rap,2019,10,danceability,0.844
PREACHER MAN,SWIDT,43,rap,2019,11,danceability,0.746
Business Men,LEVZ,57,rap,2019,8,danceability,0.804
IYKYK (They Know Who),Hooligan Hefs,63,rap,2019,9,danceability,0.873
Kiss and Tell,AJ Tracey,71,rap,2019,10,danceability,0.859
Hello Hello,Church & AP,41,rap,2019,10,danceability,0.626
REPEAT (feat. Pistol Pete & Enzo),Jaecy,45,rap,2019,11,danceability,0.936
So Easy,Triple One,58,rap,2019,10,danceability,0.744
Twisted (feat. Logic & A$AP Rocky),French Montana,64,rap,2019,10,danceability,0.805
NOBODY,Kwame,38,rap,2019,12,danceability,0.647
Carbonated Water,Ski Mask The Slump God,73,rap,2019,10,danceability,0.938
Come Through,Sydney Yungins,55,rap,2019,11,danceability,0.967
D.O.N,Rops1,52,rap,2019,10,danceability,0.597
Babushka Boi,A$AP Rocky,77,rap,2019,8,danceability,0.897
VOICES (feat. XXXTENTACION),Skye,70,rap,2019,10,danceability,0.678
Ladz in the Hood,ONEFOUR,64,rap,2019,8,danceability,0.706
F.N,Lil Tjay,82,rap,2019,10,danceability,0.567
Floss (feat. MoStack & Not3s),AJ Tracey,59,rap,2019,10,danceability,0.827
Engineers,Hp Boyz,66,rap,2019,8,danceability,0.934
BIG,Young M.A,76,rap,2019,9,danceability,0.86
SPEEDBOAT,Denzel Curry,69,rap,2019,5,danceability,0.925
RENT FREE,Russ,66,rap,2019,9,danceability,0.784
No Effect,Hooligan Hefs,65,rap,2019,5,danceability,0.942
Professor X,Dave,63,rap,2019,9,danceability,0.891
ADHD,Joyner Lucas,76,rap,2019,9,danceability,0.574
Say Less,Lisi,59,rap,2019,10,danceability,0.921
Astronaut In The Ocean,Masked Wolf,56,rap,2019,6,danceability,0.778
Cravin (feat. G-Eazy),DaniLeigh,73,rap,2019,10,danceability,0.834
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,76,rap,2019,11,danceability,0.817
Mile Away,Kelvyn Colt,58,rap,2019,11,danceability,0.553
Cuba,Theophilus London,50,rap,2019,12,danceability,0.658
"Do It When I'm In It (feat. Jermaine Dupri, Ozuna & Slim Jxmmi)",Snoop Dogg,50,rap,2019,8,danceability,0.837
Saint-Tropez,Post Malone,48,rap,2019,9,danceability,0.617
Tony Montana,Mr Eazi,66,rap,2019,11,danceability,0.598
Loyal (feat. Drake),PARTYNEXTDOOR,84,rap,2019,11,danceability,0.866
Run,Lost Child,51,rap,2019,12,danceability,0.596
Won't Be Late (feat. Drake),Swae Lee,75,rap,2019,8,danceability,0.915
Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,69,rap,2019,1,danceability,0.888
NO TRU$T,NUGAT,48,rap,2019,11,danceability,0.725
PAID MY DUES,NF,78,rap,2019,12,danceability,0.812
Gimme Brain,Travis Barker,65,rap,2019,12,danceability,0.725
Location (feat. Burna Boy),Dave,79,rap,2019,3,danceability,0.812
Dip,Tyga,63,rap,2019,8,danceability,0.885
Blessed (with Tyga),Shenseea,68,rap,2019,5,danceability,0.856
Haute (feat. J Balvin & Chris Brown),Tyga,67,rap,2019,6,danceability,0.946
PUB G (feat. Branco & Larry 44),LOLO,69,rap,2019,12,danceability,0.822
Sektion (feat. Branco & Gilli),Benny Jamz,59,rap,2019,12,danceability,0.767
Helt Stabil,Fouli,58,rap,2019,12,danceability,0.843
Kærlighed (feat. Gilli & Kesi),ATYPISK,69,rap,2019,11,danceability,0.903
Sjakalina,Tessa,63,rap,2019,12,danceability,0.916
Flytilstand,Benny Jamz,61,rap,2019,12,danceability,0.824
Balenci,Larry 44,57,rap,2019,11,danceability,0.743
London Town,Branco,67,rap,2019,10,danceability,0.857
Sinaloa Stil,Shooter Gang,61,rap,2019,11,danceability,0.846
Udsigt,ZK,55,rap,2019,11,danceability,0.617
Lærte Hende Alt (feat. Lærke Emilie),ATYPISK,64,rap,2019,11,danceability,0.584
Ingenting At Sige (feat. NODE),Gilli,60,rap,2019,7,danceability,0.821
Verden Vender,Branco,66,rap,2019,10,danceability,0.711
Brandvarm,Josef Og Elias,63,rap,2019,11,danceability,0.782
Mafiosa,NODE,53,rap,2019,11,danceability,0.829
Balou,Benny Jamz,62,rap,2019,11,danceability,0.907
STANDARD,I$WAAL,57,rap,2019,10,danceability,0.72
Holdet (feat. NODE),Jamaika,58,rap,2019,12,danceability,0.573
Himalaya,Larry 44,54,rap,2019,9,danceability,0.696
Ben,Tessa,66,rap,2019,10,danceability,0.897
Monte Carlo,Jimilian,59,rap,2019,10,danceability,0.79
Alle Dem,ICEKIID,55,rap,2019,11,danceability,0.718
Ra Ta Ta Ta (feat. Stepz),NODE,55,rap,2019,11,danceability,0.665
"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,61,rap,2019,9,danceability,0.556
Protokol,Jamaika,56,rap,2019,11,danceability,0.587
Fra Gaden (feat. Benny Jamz),ATYPISK,55,rap,2019,11,danceability,0.733
BDK (feat. Gilli),KESI,62,rap,2019,9,danceability,0.839
Hvil I Fred (feat. Jamaika),Xander,54,rap,2019,10,danceability,0.776
BeBe,Stepz,52,rap,2019,9,danceability,0.689
Ufødte,Jamaika,55,rap,2019,10,danceability,0.49
Startede Sammen,Gobs,54,rap,2019,9,danceability,0.633
Dag 1,Gilli,56,rap,2019,7,danceability,0.792
MALDIVERNE (feat. KESI),Carmon,54,rap,2019,9,danceability,0.685
Ka Ikk,RH,49,rap,2019,11,danceability,0.776
Hele Vejen (feat. Gilli),KESI,54,rap,2019,9,danceability,0.62
Gadesoldat,Beko,49,rap,2019,11,danceability,0.79
TÅLMODIGHED (feat. Stepz),Carmon,17,rap,2019,9,danceability,0.576
Gothersgade,Artigeardit,56,rap,2019,11,danceability,0.783
Samme Vej,NODE,49,rap,2019,11,danceability,0.544
Cinderella,ICEKIID,54,rap,2019,10,danceability,0.596
GØR VED MIG (feat. Sivas),Carmon,48,rap,2019,9,danceability,0.8
Samurai (feat. Sivas),Stepz,54,rap,2019,9,danceability,0.824
Psycho (feat. Artigeardit),Omar,53,rap,2019,9,danceability,0.778
Cassie (feat. Suspekt),Xander,53,rap,2019,12,danceability,0.76
G.F.P.,Marco Rahim,47,rap,2019,12,danceability,0.952
Cara Mia (feat. Sivas & KESI),Stepz,47,rap,2019,9,danceability,0.807
Præg På Kortet,DON x LEE x BARBER,47,rap,2019,9,danceability,0.538
Ludo,Xabski,51,rap,2019,10,danceability,0.626
Ghettostjerne (feat. ZK),NODE,49,rap,2019,11,danceability,0.766
OCD (with Dwn2earth),Logic,70,rap,2019,10,danceability,0.66
Fun Up Here (feat. Logic),Mike Posner,56,rap,2019,10,danceability,0.906
Isis,Joyner Lucas,78,rap,2019,5,danceability,0.918
Confessions of a Dangerous Mind,Logic,12,rap,2019,5,danceability,0.806
Homicide (feat. Eminem),Logic,19,rap,2019,5,danceability,0.694
Wannabe,Logic,7,rap,2019,5,danceability,0.917
clickbait,Logic,7,rap,2019,5,danceability,0.848
Mama/Show Love (feat. YBN Cordae),Logic,10,rap,2019,5,danceability,0.574
Out Of Sight,Logic,7,rap,2019,5,danceability,0.737
Pardon My Ego,Logic,6,rap,2019,5,danceability,0.876
COMMANDO (feat. G-Eazy),Logic,9,rap,2019,5,danceability,0.845
Icy (feat. Gucci Mane),Logic,11,rap,2019,5,danceability,0.827
Still Ballin (feat. Wiz Khalifa),Logic,10,rap,2019,5,danceability,0.79
Cocaine,Logic,6,rap,2019,5,danceability,0.816
Limitless,Logic,7,rap,2019,5,danceability,0.838
Keanu Reeves,Logic,16,rap,2019,5,danceability,0.712
Don't Be Afraid To Be Different (feat. Will Smith),Logic,5,rap,2019,5,danceability,0.872
BOBBY (feat. My Dad),Logic,6,rap,2019,5,danceability,0.822
Lost In Translation,Logic,8,rap,2019,5,danceability,0.569
Can I Kick It,Logic,58,rap,2019,3,danceability,0.789
Closing My Eyes,Alrahim Wright III,3,rap,2019,5,danceability,0.838
